country_name,country_code,region,income_group,year,gdp_usd,population,life_expectancy,unemployment_rate,co2_emissions_per_capita,access_to_electricity_pct,source_file,ingested_at
Norway,NOR,Europe & Central Asia,High income,2022,478832148804.0,5472601.0,83.3,4.03,6.52,99.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2006,255620001004.0,65546137.0,72.6,1.5,3.67,92.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Korea,KOR,East Asia & Pacific,High income,2003,758649228807.0,47761367.0,77.3,4.37,10.49,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2020,1888913735614.0,212363310.0,74.3,13.31,2.08,99.87,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2008,5549580482696.0,127869379.0,82.6,5.1,9.17,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2007,2228519626159.0,61590282.0,79.6,6.8,8.26,99.82,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2002,167142993140.0,63983094.0,71.5,1.99,3.23,85.37,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2018,13329893943935.0,1400396441.0,77.3,4.48,7.5,99.73,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2004,2543236486870.0,82046883.0,79.0,7.34,9.66,99.97,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2003,2362238768719.0,82086816.0,78.6,7.8,9.84,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,26619959077.0,85424394.0,61.0,2.46,0.07,21.98,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2014,421578018419.0,5095725.0,82.0,3.9,8.46,99.95,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2017,419811484734.0,193432557.0,52.4,4.93,0.65,54.25,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2019,919551950730.0,17314001.0,82.2,3.39,8.75,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2004,146550374473.0,74386031.0,69.2,8.81,2.12,98.52,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2004,12259868578873.0,293116670.0,77.3,6.0,18.07,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2020,449515422109.0,45204045.0,75.2,10.73,3.73,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2014,1466348117766.0,46780115.0,82.7,19.11,5.7,99.96,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2017,1699632121077.0,36771956.0,81.9,6.39,14.63,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2001,692529360461.0,41199681.0,79.7,14.27,6.97,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2002,2163163395078.0,1278127826.0,72.2,3.39,3.17,98.34,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2003,858150232898.0,42390089.0,80.1,16.19,6.74,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2008,641378640354.0,238152898.0,68.2,5.87,1.68,91.61,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,,,2024,,,,,,,wdi_extract_2025Q1.csv,2026-08-19 09:47:55
Netherlands,NLD,Europe & Central Asia,High income,2002,504529975421.0,16036936.0,78.5,3.36,10.47,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2009,1419596965507.0,33685633.0,81.1,9.83,16.81,99.5,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2019,1742151996637.0,37593146.0,82.2,6.06,15.99,99.8,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2012,494445086590.0,9581185.0,81.9,8.33,4.72,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2014,510628195118.0,9781395.0,82.3,7.48,4.38,99.98,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2010,6120179246345.0,1337801998.0,74.8,4.57,5.9,99.32,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2020,360268170901.0,58684756.0,65.4,28.67,6.47,85.19,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2009,2161516413542.0,62358494.0,80.0,9.82,8.03,99.84,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2012,511566100476.0,37949121.0,76.8,8.37,8.27,99.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2009,5882176157549.0,128046519.0,82.8,6.85,9.32,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,332248632896.0,49291776.0,58.0,24.4,8.54,79.54,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2007,970165700051.0,48832348.0,78.9,3.95,11.09,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2021,17636663032122.0,1408103034.0,78.2,5.03,7.94,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2016,2648384701013.0,66509706.0,82.6,7.94,4.77,99.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2017,762153223362.0,80910626.0,76.9,13.15,4.49,99.94,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2009,317626519797.0,155652559.0,50.4,4.22,0.77,50.73,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2016,416261885080.0,188709955.0,52.4,5.09,0.65,53.57,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2009,372206820162.0,38005867.0,76.0,12.46,8.74,99.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2006,324165123824.0,4735435.0,80.2,3.43,8.88,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2000,277281103004.0,63182446.0,71.6,6.47,3.42,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2016,571337183047.0,37911671.0,77.7,5.64,8.37,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2023,1380903020713.0,277285639.0,71.1,3.47,2.64,99.03,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Türkiye,TUR,Europe & Central Asia,Upper middle income,2023,1110487078864.0,85326429.0,77.6,9.81,5.28,99.78,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2000,261787109784.0,8876579.0,79.6,5.64,6.05,99.7,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2004,706782407372.0,20341973.0,80.3,5.93,17.8,99.58,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,745423787857.0,32759876.0,76.2,5.52,16.83,99.46,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2001,10254605084.0,68360859.0,52.3,2.97,0.05,13.75,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2012,170963469208.0,89453636.0,73.7,1.34,1.93,98.06,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2019,1670697930587.0,51720151.0,83.2,4.08,12.51,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2019,1850244870445.0,211031354.0,75.7,11.75,2.11,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2022,384906502907.0,218664345.0,53.9,4.69,0.51,58.84,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2020,114564643991.0,117075339.0,66.5,3.39,0.13,49.78,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2002,123630941444.0,71561284.0,68.8,8.81,1.94,98.32,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2002,47321335766.0,81375510.0,72.2,1.93,0.88,88.74,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2006,1590346608844.0,188156963.0,72.1,8.9,2.02,97.29,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2015,406531560522.0,183813917.0,52.0,4.74,0.72,53.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2011,859480960067.0,16676068.0,81.0,5.04,10.89,99.91,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2021,2136598185472.0,213663322.0,73.1,11.01,2.11,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2014,58169637883.0,99474435.0,63.9,2.62,0.1,33.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2010,118740324314.0,87398518.0,73.6,1.22,1.63,97.27,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2022,108047282865.0,53704331.0,63.9,5.59,0.41,74.38,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,1262548755203.0,121327047.0,75.4,4.39,3.54,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2023,358452035771.0,223825912.0,54.6,3.92,0.5,60.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2018,1290763391022.0,123854688.0,75.3,3.58,3.58,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2013,17175004556833.0,315754569.0,78.6,7.15,16.2,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2015,1691034343225.0,36010695.0,81.6,6.66,15.88,99.57,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2012,1490734946521.0,46698756.0,82.3,20.49,5.46,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2019,525182108643.0,10270788.0,83.2,6.49,3.79,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2008,1967679960308.0,58783752.0,81.5,8.96,7.45,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2001,480323595795.0,19476279.0,79.5,6.46,17.81,99.47,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2021,384606998458.0,59295857.0,62.7,29.79,7.04,85.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2003,55595703918.0,82050135.0,72.3,1.93,1.02,89.23,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2023,4542675560790.0,84586806.0,81.5,2.99,6.79,99.73,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2014,9800905074640.0,1369817411.0,76.2,4.37,6.65,99.99,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2020,2735241825089.0,67146882.0,80.1,4.85,4.67,99.31,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2002,557271602929.0,19777846.0,79.6,5.5,17.4,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2002,1634348176086.0,61619378.0,79.5,8.84,6.22,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2022,2858445324684.0,68014140.0,82.9,7.31,4.28,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,716430146617.0,31989887.0,75.9,5.66,17.16,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2004,400812099852.0,225986135.0,67.0,5.98,1.48,89.44,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2013,535644188663.0,37972950.0,77.0,7.86,8.11,99.73,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2010,215003776309.0,82765615.0,187.4,8.75,2.41,99.52,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2008,1428435832856.0,33347111.0,80.7,7.9,16.88,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2014,5427784454500.0,127362489.0,83.4,3.7,9.04,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2000,1154059194030.0,56875133.0,79.8,9.85,8.01,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2003,330876840940.0,9019328.0,80.2,6.12,5.47,99.88,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2012,377528478109.0,169299157.0,51.5,4.0,0.75,52.44,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2007,570817392548.0,234863272.0,67.9,5.85,1.62,90.4,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2008,1293810537459.0,45428498.0,81.6,18.86,6.23,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,1094386139739.0,115228024.0,76.0,5.41,3.83,99.31,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2008,764995513949.0,16458092.0,80.4,4.54,10.6,99.58,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2015,2100590582690.0,59467715.0,82.5,9.12,6.0,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2005,861725426239.0,48342159.0,78.1,4.16,10.43,99.87,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2013,497478868301.0,9681602.0,82.1,7.91,4.55,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2023,1751608507897.0,26594800.0,83.2,3.81,14.51,99.75,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2022,559161616263.0,10480069.0,83.4,7.14,3.15,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2017,3890023378714.0,82847614.0,81.0,4.1,8.34,99.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2000,190818069886.0,20722695.0,72.8,4.62,14.62,98.51,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2003,22272182704.0,34066477.0,54.5,4.85,0.32,16.24,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2017,289175376732.0,96214291.0,70.4,8.32,2.32,99.88,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2009,1258698644374.0,45987104.0,81.7,22.64,5.8,99.68,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2012,2649919297514.0,65401669.0,82.0,8.9,5.88,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2016,1649115138406.0,143999645.0,71.6,5.47,11.11,99.73,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2005,1979105786624.0,62935984.0,80.4,8.68,6.19,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2007,1738606703363.0,190293587.0,72.2,8.79,2.15,97.64,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2020,1720012985525.0,144350024.0,71.4,5.57,11.1,99.85,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,192362123894.0,46190309.0,56.6,26.34,8.12,72.93,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2004,303926201373.0,38128820.0,74.9,14.24,7.81,99.9,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2010,45551185530.0,41492932.0,61.4,6.06,0.3,19.16,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2007,90292908864.0,85130579.0,73.2,1.54,1.28,94.39,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2017,899609283743.0,17149545.0,81.9,3.92,9.07,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2009,3040231576112.0,81952365.0,79.8,8.64,9.74,99.88,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2013,195930734035.0,90410870.0,73.6,1.44,2.13,98.09,wdi_extract_2025Q1.csv,2026-08-19 09:47:55
United States,USA,North America,High income,2000,10082562042065.0,282253593.0,76.8,3.87,20.52,99.53,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2015,65481413847.0,102330820.0,64.5,2.9,0.11,37.23,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2010,5714639736407.0,128128555.0,82.9,5.46,9.56,99.86,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2010,425254492322.0,4890153.0,81.1,4.29,8.86,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2015,18613295578036.0,319577388.0,78.7,6.36,15.85,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2002,259612020039.0,22070388.0,72.9,4.94,14.82,98.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,911485241716.0,112512705.0,75.7,7.01,3.92,98.96,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2017,503159087532.0,70436202.0,78.1,0.78,3.97,99.46,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2010,2198779659312.0,59324344.0,82.0,9.25,7.01,99.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2021,567329576591.0,10417652.0,83.1,7.87,3.37,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2013,8823666517524.0,1361288218.0,75.9,4.49,6.42,99.71,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2012,427482213735.0,4989022.0,81.5,3.49,8.76,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2001,203654021021.0,38273612.0,74.1,15.96,7.87,99.91,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2017,519194716358.0,10073312.0,83.0,6.73,4.07,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2017,1357836304651.0,24637555.0,82.6,5.48,16.68,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2003,1036792377735.0,31664993.0,79.7,7.24,16.03,99.89,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2019,828520841912.0,34310960.0,76.6,5.62,17.34,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2010,339114165723.0,67171777.0,73.8,1.07,3.99,98.79,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2000,594078304823.0,40634498.0,79.5,13.81,7.74,99.77,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2021,3177709956042.0,67553962.0,80.2,4.56,4.95,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2018,522859620686.0,10171162.0,83.0,6.72,3.75,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2007,1884203939806.0,58579993.0,81.4,9.45,7.43,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2010,1516681807796.0,143326419.0,68.9,7.53,11.31,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2012,3556597316683.0,82115405.0,80.2,6.14,9.44,99.82,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2019,1422249843739.0,25411197.0,83.0,5.39,15.96,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2019,14061541029288.0,1406930932.0,77.7,4.53,7.55,99.78,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
France,FRA,Europe & Central Asia,High income,2020,2502697713209.0,67528443.0,82.1,7.61,3.93,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2015,562204919824.0,37937606.0,77.4,6.26,7.98,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2009,402502968599.0,9329388.0,81.4,9.65,5.38,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2019,2054602211015.0,59619992.0,83.2,10.04,5.24,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2011,1626781327628.0,34418369.0,81.3,8.0,15.62,99.58,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2019,3951113062513.0,83174519.0,81.3,3.19,8.36,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2023,849937669451.0,36590362.0,78.5,3.11,7.74,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2020,3943127440722.0,83395666.0,81.0,3.82,7.08,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2015,453175603644.0,69484059.0,76.8,0.81,4.11,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2005,377441939914.0,9128984.0,80.5,6.85,5.29,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2007,2996241315593.0,81908809.0,79.4,7.14,9.9,99.44,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2016,281362686674.0,94303182.0,70.5,8.53,2.31,99.08,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2021,416030868821.0,213619816.0,53.3,6.49,0.53,58.13,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2013,1273976054235.0,23127248.0,82.1,5.74,16.87,99.93,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2011,15725892971789.0,311132735.0,78.6,8.32,17.61,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2010,15146830980122.0,309371540.0,78.6,9.69,17.46,99.57,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2005,3654935878479.0,1300383339.0,73.2,3.82,4.6,99.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2003,5174577450305.0,127157749.0,81.7,4.81,9.76,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2008,989711306886.0,21435097.0,81.2,5.13,17.22,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2020,937217609714.0,17441631.0,81.8,4.07,7.8,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2022,4492280488836.0,124880559.0,84.1,2.7,8.14,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
